Question,Category,SubCategory
Ireland Irish Malta Maltese,syntatic,: gram6-nationality-adjective
Ireland Irish Mexico Mexican,syntatic,: gram6-nationality-adjective
Ireland Irish Moldova Moldovan,syntatic,: gram6-nationality-adjective
Ireland Irish Netherlands Dutch,syntatic,: gram6-nationality-adjective
Ireland Irish Norway Norwegian,syntatic,: gram6-nationality-adjective
Ireland Irish Peru Peruvian,syntatic,: gram6-nationality-adjective
Ireland Irish Poland Polish,syntatic,: gram6-nationality-adjective
Ireland Irish Portugal Portuguese,syntatic,: gram6-nationality-adjective
Ireland Irish Russia Russian,syntatic,: gram6-nationality-adjective
Ireland Irish Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Ireland Irish Spain Spanish,syntatic,: gram6-nationality-adjective
Ireland Irish Sweden Swedish,syntatic,: gram6-nationality-adjective
Ireland Irish Switzerland Swiss,syntatic,: gram6-nationality-adjective
Ireland Irish Thailand Thai,syntatic,: gram6-nationality-adjective
Ireland Irish Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Ireland Irish Albania Albanian,syntatic,: gram6-nationality-adjective
Ireland Irish Argentina Argentinean,syntatic,: gram6-nationality-adjective
Ireland Irish Australia Australian,syntatic,: gram6-nationality-adjective
Ireland Irish Austria Austrian,syntatic,: gram6-nationality-adjective
Ireland Irish Belarus Belorussian,syntatic,: gram6-nationality-adjective
Ireland Irish Brazil Brazilian,syntatic,: gram6-nationality-adjective
Ireland Irish Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Ireland Irish Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Ireland Irish Chile Chilean,syntatic,: gram6-nationality-adjective
Ireland Irish China Chinese,syntatic,: gram6-nationality-adjective
Ireland Irish Colombia Colombian,syntatic,: gram6-nationality-adjective
Ireland Irish Croatia Croatian,syntatic,: gram6-nationality-adjective
Ireland Irish Denmark Danish,syntatic,: gram6-nationality-adjective
Ireland Irish Egypt Egyptian,syntatic,: gram6-nationality-adjective
Ireland Irish England English,syntatic,: gram6-nationality-adjective
Ireland Irish France French,syntatic,: gram6-nationality-adjective
Ireland Irish Germany German,syntatic,: gram6-nationality-adjective
Ireland Irish Greece Greek,syntatic,: gram6-nationality-adjective
Ireland Irish Iceland Icelandic,syntatic,: gram6-nationality-adjective
Israel Israeli Italy Italian,syntatic,: gram6-nationality-adjective
Israel Israeli Japan Japanese,syntatic,: gram6-nationality-adjective
Israel Israeli Korea Korean,syntatic,: gram6-nationality-adjective
Israel Israeli Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Israel Israeli Malta Maltese,syntatic,: gram6-nationality-adjective
Israel Israeli Mexico Mexican,syntatic,: gram6-nationality-adjective
Israel Israeli Moldova Moldovan,syntatic,: gram6-nationality-adjective
Israel Israeli Netherlands Dutch,syntatic,: gram6-nationality-adjective
Israel Israeli Norway Norwegian,syntatic,: gram6-nationality-adjective
Israel Israeli Peru Peruvian,syntatic,: gram6-nationality-adjective
Israel Israeli Poland Polish,syntatic,: gram6-nationality-adjective
Israel Israeli Portugal Portuguese,syntatic,: gram6-nationality-adjective
Israel Israeli Russia Russian,syntatic,: gram6-nationality-adjective
Israel Israeli Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Israel Israeli Spain Spanish,syntatic,: gram6-nationality-adjective
Israel Israeli Sweden Swedish,syntatic,: gram6-nationality-adjective
Israel Israeli Switzerland Swiss,syntatic,: gram6-nationality-adjective
Israel Israeli Thailand Thai,syntatic,: gram6-nationality-adjective
Israel Israeli Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Israel Israeli Albania Albanian,syntatic,: gram6-nationality-adjective
Israel Israeli Argentina Argentinean,syntatic,: gram6-nationality-adjective
Israel Israeli Australia Australian,syntatic,: gram6-nationality-adjective
Israel Israeli Austria Austrian,syntatic,: gram6-nationality-adjective
Israel Israeli Belarus Belorussian,syntatic,: gram6-nationality-adjective
Israel Israeli Brazil Brazilian,syntatic,: gram6-nationality-adjective
Israel Israeli Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Israel Israeli Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Israel Israeli Chile Chilean,syntatic,: gram6-nationality-adjective
Israel Israeli China Chinese,syntatic,: gram6-nationality-adjective
Israel Israeli Colombia Colombian,syntatic,: gram6-nationality-adjective
Israel Israeli Croatia Croatian,syntatic,: gram6-nationality-adjective
Israel Israeli Denmark Danish,syntatic,: gram6-nationality-adjective
Israel Israeli Egypt Egyptian,syntatic,: gram6-nationality-adjective
Israel Israeli England English,syntatic,: gram6-nationality-adjective
Israel Israeli France French,syntatic,: gram6-nationality-adjective
Israel Israeli Germany German,syntatic,: gram6-nationality-adjective
Israel Israeli Greece Greek,syntatic,: gram6-nationality-adjective
Israel Israeli Iceland Icelandic,syntatic,: gram6-nationality-adjective
Israel Israeli India Indian,syntatic,: gram6-nationality-adjective
Italy Italian Japan Japanese,syntatic,: gram6-nationality-adjective
Italy Italian Korea Korean,syntatic,: gram6-nationality-adjective
Italy Italian Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Italy Italian Malta Maltese,syntatic,: gram6-nationality-adjective
Italy Italian Mexico Mexican,syntatic,: gram6-nationality-adjective
Italy Italian Moldova Moldovan,syntatic,: gram6-nationality-adjective
Italy Italian Netherlands Dutch,syntatic,: gram6-nationality-adjective
Italy Italian Norway Norwegian,syntatic,: gram6-nationality-adjective
Italy Italian Peru Peruvian,syntatic,: gram6-nationality-adjective
Italy Italian Poland Polish,syntatic,: gram6-nationality-adjective
Italy Italian Portugal Portuguese,syntatic,: gram6-nationality-adjective
Italy Italian Russia Russian,syntatic,: gram6-nationality-adjective
Italy Italian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Italy Italian Spain Spanish,syntatic,: gram6-nationality-adjective
Italy Italian Sweden Swedish,syntatic,: gram6-nationality-adjective
Italy Italian Switzerland Swiss,syntatic,: gram6-nationality-adjective
Italy Italian Thailand Thai,syntatic,: gram6-nationality-adjective
Italy Italian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Italy Italian Albania Albanian,syntatic,: gram6-nationality-adjective
Italy Italian Argentina Argentinean,syntatic,: gram6-nationality-adjective
Italy Italian Australia Australian,syntatic,: gram6-nationality-adjective
Italy Italian Austria Austrian,syntatic,: gram6-nationality-adjective
Italy Italian Belarus Belorussian,syntatic,: gram6-nationality-adjective
Italy Italian Brazil Brazilian,syntatic,: gram6-nationality-adjective
Italy Italian Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Italy Italian Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Italy Italian Chile Chilean,syntatic,: gram6-nationality-adjective
Italy Italian China Chinese,syntatic,: gram6-nationality-adjective
Italy Italian Colombia Colombian,syntatic,: gram6-nationality-adjective
Italy Italian Croatia Croatian,syntatic,: gram6-nationality-adjective
Italy Italian Denmark Danish,syntatic,: gram6-nationality-adjective
Italy Italian Egypt Egyptian,syntatic,: gram6-nationality-adjective
Italy Italian England English,syntatic,: gram6-nationality-adjective
Italy Italian France French,syntatic,: gram6-nationality-adjective
Italy Italian Germany German,syntatic,: gram6-nationality-adjective
Italy Italian Greece Greek,syntatic,: gram6-nationality-adjective
Italy Italian Iceland Icelandic,syntatic,: gram6-nationality-adjective
Italy Italian India Indian,syntatic,: gram6-nationality-adjective
Italy Italian Ireland Irish,syntatic,: gram6-nationality-adjective
Japan Japanese Korea Korean,syntatic,: gram6-nationality-adjective
Japan Japanese Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Japan Japanese Malta Maltese,syntatic,: gram6-nationality-adjective
Japan Japanese Mexico Mexican,syntatic,: gram6-nationality-adjective
Japan Japanese Moldova Moldovan,syntatic,: gram6-nationality-adjective
Japan Japanese Netherlands Dutch,syntatic,: gram6-nationality-adjective
Japan Japanese Norway Norwegian,syntatic,: gram6-nationality-adjective
Japan Japanese Peru Peruvian,syntatic,: gram6-nationality-adjective
Japan Japanese Poland Polish,syntatic,: gram6-nationality-adjective
Japan Japanese Portugal Portuguese,syntatic,: gram6-nationality-adjective
Japan Japanese Russia Russian,syntatic,: gram6-nationality-adjective
Japan Japanese Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Japan Japanese Spain Spanish,syntatic,: gram6-nationality-adjective
Japan Japanese Sweden Swedish,syntatic,: gram6-nationality-adjective
Japan Japanese Switzerland Swiss,syntatic,: gram6-nationality-adjective
Japan Japanese Thailand Thai,syntatic,: gram6-nationality-adjective
Japan Japanese Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Japan Japanese Albania Albanian,syntatic,: gram6-nationality-adjective
Japan Japanese Argentina Argentinean,syntatic,: gram6-nationality-adjective
Japan Japanese Australia Australian,syntatic,: gram6-nationality-adjective
Japan Japanese Austria Austrian,syntatic,: gram6-nationality-adjective
Japan Japanese Belarus Belorussian,syntatic,: gram6-nationality-adjective
Japan Japanese Brazil Brazilian,syntatic,: gram6-nationality-adjective
Japan Japanese Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Japan Japanese Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Japan Japanese Chile Chilean,syntatic,: gram6-nationality-adjective
Japan Japanese China Chinese,syntatic,: gram6-nationality-adjective
Japan Japanese Colombia Colombian,syntatic,: gram6-nationality-adjective
Japan Japanese Croatia Croatian,syntatic,: gram6-nationality-adjective
Japan Japanese Denmark Danish,syntatic,: gram6-nationality-adjective
Japan Japanese Egypt Egyptian,syntatic,: gram6-nationality-adjective
Japan Japanese England English,syntatic,: gram6-nationality-adjective
Japan Japanese France French,syntatic,: gram6-nationality-adjective
Japan Japanese Germany German,syntatic,: gram6-nationality-adjective
Japan Japanese Greece Greek,syntatic,: gram6-nationality-adjective
Japan Japanese Iceland Icelandic,syntatic,: gram6-nationality-adjective
Japan Japanese India Indian,syntatic,: gram6-nationality-adjective
Japan Japanese Ireland Irish,syntatic,: gram6-nationality-adjective
Japan Japanese Israel Israeli,syntatic,: gram6-nationality-adjective
Korea Korean Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Korea Korean Malta Maltese,syntatic,: gram6-nationality-adjective
Korea Korean Mexico Mexican,syntatic,: gram6-nationality-adjective
Korea Korean Moldova Moldovan,syntatic,: gram6-nationality-adjective
Korea Korean Netherlands Dutch,syntatic,: gram6-nationality-adjective
Korea Korean Norway Norwegian,syntatic,: gram6-nationality-adjective
Korea Korean Peru Peruvian,syntatic,: gram6-nationality-adjective
Korea Korean Poland Polish,syntatic,: gram6-nationality-adjective
Korea Korean Portugal Portuguese,syntatic,: gram6-nationality-adjective
Korea Korean Russia Russian,syntatic,: gram6-nationality-adjective
Korea Korean Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Korea Korean Spain Spanish,syntatic,: gram6-nationality-adjective
Korea Korean Sweden Swedish,syntatic,: gram6-nationality-adjective
Korea Korean Switzerland Swiss,syntatic,: gram6-nationality-adjective
Korea Korean Thailand Thai,syntatic,: gram6-nationality-adjective
Korea Korean Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Korea Korean Albania Albanian,syntatic,: gram6-nationality-adjective
Korea Korean Argentina Argentinean,syntatic,: gram6-nationality-adjective
Korea Korean Australia Australian,syntatic,: gram6-nationality-adjective
Korea Korean Austria Austrian,syntatic,: gram6-nationality-adjective
Korea Korean Belarus Belorussian,syntatic,: gram6-nationality-adjective
Korea Korean Brazil Brazilian,syntatic,: gram6-nationality-adjective
Korea Korean Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Korea Korean Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Korea Korean Chile Chilean,syntatic,: gram6-nationality-adjective
Korea Korean China Chinese,syntatic,: gram6-nationality-adjective
Korea Korean Colombia Colombian,syntatic,: gram6-nationality-adjective
Korea Korean Croatia Croatian,syntatic,: gram6-nationality-adjective
Korea Korean Denmark Danish,syntatic,: gram6-nationality-adjective
Korea Korean Egypt Egyptian,syntatic,: gram6-nationality-adjective
Korea Korean England English,syntatic,: gram6-nationality-adjective
Korea Korean France French,syntatic,: gram6-nationality-adjective
Korea Korean Germany German,syntatic,: gram6-nationality-adjective
Korea Korean Greece Greek,syntatic,: gram6-nationality-adjective
Korea Korean Iceland Icelandic,syntatic,: gram6-nationality-adjective
Korea Korean India Indian,syntatic,: gram6-nationality-adjective
Korea Korean Ireland Irish,syntatic,: gram6-nationality-adjective
Korea Korean Israel Israeli,syntatic,: gram6-nationality-adjective
Korea Korean Italy Italian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Malta Maltese,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Mexico Mexican,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Moldova Moldovan,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Netherlands Dutch,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Norway Norwegian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Peru Peruvian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Poland Polish,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Portugal Portuguese,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Russia Russian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Spain Spanish,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Sweden Swedish,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Switzerland Swiss,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Thailand Thai,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Albania Albanian,syntatic,: gram6-nationality-adjective
Macedonia Macedonian Argentina Argentinean,syntatic,: gram6-nationality-adjective
